protein1 protein2
YFR011C YCL057C-A
YFR011C YGR235C
YFR011C YNL100W
YFR012W YFR012W-A
YFR012W-A YFR012W
YFR013W YGL133W
YFR013W YLR095C
YFR013W YMR044W
YFR013W YJL065C
YFR013W YDR121W
YFR013W YBR245C
YFR014C YBR109C
YFR015C YDR516C
YFR015C YCL040W
YFR015C YLR258W
YFR015C YLR177W
YFR015C YBR126C
YFR015C YKR058W
YFR015C YER067W
YFR015C YFR017C
YFR015C YPR184W
YFR015C YER054C
YFR015C YMR261C
YFR015C YMR105C
YFR015C YML100W
YFR015C YPR160W
YFR015C YKL035W
YFR015C YEL011W
YFR015C YIL045W
YFR015C YJL137C
YFR015C YHL012W
YFR015C YDR074W
YFR015C YFR053C
YFR016C YOL145C
YFR017C YGR248W
YFR017C YMR250W
YFR017C YCL040W
YFR017C YLR178C
YFR017C YER067W
YFR017C YMR105C
YFR017C YPL247C
YFR017C YPR184W
YFR017C YFR015C
YFR017C YLR327C
YFR017C YNR034W-A
YFR017C YHL021C
YFR017C YBR214W
YFR017C YPL230W
YFR017C YEL011W
YFR017C YIL136W
YFR017C YOR173W
YFR018C YDL144C
YFR018C YIL160C
YFR019W YKL212W
YFR019W YFR021W
YFR019W YJR066W
YFR019W YLR211C
YFR019W YJL100W
YFR019W YPL120W
YFR019W YLR360W
YFR019W YPL268W
YFR019W YDR323C
YFR019W YNL106C
YFR019W YBR128C
YFR019W YBR097W
YFR019W YLR305C
YFR019W YNL325C
YFR019W YPR113W
YFR019W YLR240W
YFR019W YJR110W
YFR019W YNL054W
YFR019W YLR386W
YFR019W YNL128W
YFR019W YDR212W
YFR019W YOR109W
YFR019W YNL267W
YFR021W YBR128C
YFR021W YBL078C
YFR021W YDL149W
YFR021W YBR217W
YFR021W YNL242W
YFR021W YFR019W
YFR021W YBR097W
YFR021W YJL178C
YFR021W YCR068W
YFR021W YMR159C
YFR021W YNL223W
YFR021W YNL325C
YFR021W YLR431C
YFR021W YPL100W
YFR021W YLR240W
YFR021W YLR211C
YFR021W YPL120W
YFR021W YPR049C
YFR021W YHR171W
YFR021W YJL036W
YFR021W YLR360W
YFR021W YNL054W
YFR021W YNR007C
YFR021W YPL149W
YFR021W YPR185W
YFR021W YLR386W
YFR021W YGL180W
YFR022W YOR322C
YFR022W YER125W
YFR023W YOL139C
YFR023W YDL160C
YFR023W YGR178C
YFR024C-A YOR181W
YFR024C-A YHR016C
YFR024C-A YMR208W
YFR024C-A YBL007C
YFR024C-A YOR042W
YFR025C YIL116W
YFR025C YCL030C
YFR027W YOR144C
YFR027W YDL003W
YFR027W YJL074C
YFR027W YMR078C
YFR027W YPR135W
YFR027W YBR160W
YFR027W YPL008W
YFR027W YER147C
YFR027W YLR086W
YFR027W YBR088C
YFR027W YCL016C
YFR027W YFL008W
YFR027W YGR098C
YFR027W YMR076C
YFR027W YIL026C
YFR027W YDR014W
YFR027W YOL034W
YFR027W YFR031C
YFR027W YLR383W
YFR027W YDR180W
YFR028C YLR079W
YFR028C YOR058C
YFR028C YJR053W
YFR028C YPR111W
YFR028C YMR036C
YFR028C YGR108W
YFR028C YHR152W
YFR028C YDR113C
YFR028C YDR146C
YFR028C YGL003C
YFR028C YJL030W
YFR028C YMR055C
YFR028C YOR195W
YFR028C YDR110W
YFR028C YDR439W
YFR028C YJL187C
YFR028C YGL190C
YFR028C YAR019C
YFR028C YDL042C
YFR028C YMR032W
YFR028C YLR442C
YFR028C YGL116W
YFR028C YKR010C
YFR028C YNL161W
YFR028C YPL031C
YFR028C YKR101W
YFR028C YBR160W
YFR028C YGR092W
YFR028C YLR182W
YFR028C YMR308C
YFR028C YML064C
YFR028C YDR227W
YFR028C YJL076W
YFR028C YJL194W
YFR028C YPR119W
YFR028C YIL106W
YFR028C YPL082C
YFR028C YGR098C
YFR028C YAL024C
YFR028C YPL209C
YFR028C YER177W
YFR028C YBR156C
YFR028C YMR001C
YFR029W YHR006W
YFR029W YDR160W
YFR029W YDR463W
YFR029W YJL156C
YFR030W YKL001C
YFR030W YOR251C
YFR030W YML082W
YFR030W YJR137C
YFR030W YLR303W
YFR030W YJR010W
YFR030W YGR012W
YFR030W YKR069W
YFR030W YBR213W
YFR030W YNL277W
YFR030W YLL058W
YFR030W YJR130C
YFR030W YLR092W
YFR030W YPR167C
YFR031C YOL034W
YFR031C YLR383W
YFR031C YOR074C
YFR031C YGL201C
YFR031C YBL023C
YFR031C YLR103C
YFR031C YBR202W
YFR031C YER070W
YFR031C YML102W
YFR031C YPR175W
YFR031C YNL102W
YFR031C YLR086W
YFR031C YLR272C
YFR031C YIL066C
YFR031C YOR058C
YFR031C YOL090W
YFR031C YPR135W
YFR031C YFR038W
YFR031C YNL262W
YFR031C YPR141C
YFR031C YDL164C
YFR031C YDL003W
YFR031C YGR188C
YFR031C YJL030W
YFR031C YJR068W
YFR031C YDR325W
YFR031C YJL194W
YFR031C YDR097C
YFR031C YGR098C
YFR031C YIL026C
YFR031C YLR274W
YFR031C YBR088C
YFR031C YNL088W
YFR031C YPL209C
YFR031C YNL273W
YFR031C YKL045W
YFR031C YFL008W
YFR031C YDL102W
YFR031C YIL035C
YFR031C YEL032W
YFR031C YFR027W
YFR031C YBL063W
YFR031C YEL061C
YFR031C YMR078C
YFR031C YOR061W
YFR031C YIL144W
YFR031C YLL022C
YFR031C YJL013C
YFR031C YJL074C
YFR031C YDL028C
YFR031C YPR019W
YFR031C YOR144C
YFR031C YBL035C
YFR031C YPL155C
YFR031C YBL097W
YFR031C-A YHR021C
YFR031C-A YPR080W
YFR031C-A YMR290C
YFR031C-A YLL039C
YFR031C-A YLL034C
YFR031C-A YGL147C
YFR031C-A YDR418W
YFR031C-A YOR096W
YFR031C-A YBR267W
YFR031C-A YKL006W
YFR031C-A YJR123W
YFR031C-A YNR053C
YFR031C-A YPL169C
YFR031C-A YER126C
YFR031C-A YKL081W
YFR031C-A YLR325C
YFR031C-A YLR406C
YFR031C-A YLR185W
YFR031C-A YPL183W-A
YFR031C-A YOL041C
YFR031C-A YLR048W
YFR031C-A YPL198W
YFR031C-A YGR034W
YFR031C-A YBR181C
YFR031C-A YLR009W
YFR031C-A YLL008W
YFR031C-A YML026C
YFR031C-A YMR194W
YFR031C-A YER117W
YFR031C-A YDR087C
YFR031C-A YJR094W-A
YFR031C-A YGL111W
YFR031C-A YBL028C
YFR031C-A YGL135W
YFR031C-A YPL131W
YFR031C-A YIL069C
YFR031C-A YER074W
YFR031C-A YOR133W
YFR031C-A YPL081W
YFR031C-A YBR189W
YFR031C-A YLR344W
YFR031C-A YOR167C
YFR031C-A YGL103W
YFR031C-A YCL054W
YFR031C-A YFL034C-A
YFR031C-A YMR121C
YFR031C-A YEL034W
YFR031C-A YOR272W
YFR031C-A YCR031C
YFR031C-A YOL040C
YFR031C-A YDL081C
YFR031C-A YBR048W
YFR031C-A YHR085W
YFR031C-A YLR448W
YFR031C-A YIL018W
YFR031C-A YKR081C
YFR031C-A YMR146C
YFR031C-A YNL061W
YFR031C-A YPL249C-A
YFR031C-A YHR088W
YFR031C-A YOR294W
YFR031C-A YER036C
YFR031C-A YGL099W
YFR031C-A YAL035W
YFR031C-A YNL110C
YFR031C-A YMR143W
YFR031C-A YDL075W
YFR031C-A YER002W
YFR031C-A YNL302C
YFR031C-A YHR141C
YFR031C-A YGL068W
YFR031C-A YLR264W
YFR031C-A YGR027C
YFR031C-A YGL029W
YFR031C-A YNL096C
YFR031C-A YBR146W
YFR031C-A YMR116C
YFR031C-A YIR026C
YFR031C-A YLR075W
YFR031C-A YLR167W
YFR031C-A YGL076C
YFR031C-A YDL136W
YFR031C-A YJR113C
YFR031C-A YPR043W
YFR031C-A YLR388W
YFR031C-A YLR002C
YFR031C-A YOL120C
YFR031C-A YKL009W
YFR031C-A YLR441C
YFR031C-A YDL130W
YFR031C-A YBR191W
YFR031C-A YGR148C
YFR031C-A YGR214W
YFR031C-A YOL127W
YFR031C-A YLR061W
YFR031C-A YDR101C
YFR031C-A YMR049C
YFR031C-A YER006W
YFR031C-A YKL172W
YFR031C-A YML063W
YFR031C-A YNR038W
YFR031C-A YPL211W
YFR031C-A YHL033C
YFR031C-A YKL170W
YFR031C-A YOR182C
YFR031C-A YGR103W
YFR031C-A YDR385W
YFR031C-A YML024W
YFR031C-A YPR132W
YFR031C-A YHL015W
YFR031C-A YPR102C
YFR031C-A YKR057W
YFR031C-A YBL072C
YFR031C-A YMR142C
YFR031C-A YOR234C
YFR031C-A YDL083C
YFR031C-A YOR206W
YFR031C-A YAL025C
YFR031C-A YDR025W
YFR031C-A YOR293W
YFR031C-A YBR084C-A
YFR031C-A YLR221C
YFR031C-A YOL077C
YFR031C-A YOR369C
YFR031C-A YGL030W
YFR031C-A YHR203C
YFR031C-A YKL056C
YFR031C-A YDR012W
YFR031C-A YJL063C
YFR031C-A YPL037C
YFR031C-A YGR118W
YFR031C-A YIL052C
YFR031C-A YPL079W
YFR031C-A YMR230W
YFR031C-A YGR218W
YFR031C-A YHR193C
YFR031C-A YJR145C
YFR031C-A YDR382W
YFR031C-A YEL054C
YFR031C-A YNL081C
YFR031C-A YAL059W
YFR031C-A YDR500C
YFR031C-A YML073C
YFR031C-A YGL078C
YFR031C-A YJL191W
YFR031C-A YDR471W
YFR031C-A YDL082W
YFR031C-A YPL220W
YFR031C-A YLR029C
YFR031C-A YDR450W
YFR031C-A YIL133C
YFR031C-A YLL045C
YFR031C-A YMR242C
YFR031C-A YNL178W
YFR031C-A YDR496C
YFR031C-A YGL123W
YFR031C-A YKR094C
YFR031C-A YNL067W
YFR031C-A YDL191W
YFR031C-A YIL148W
YFR031C-A YNL002C
YFR031C-A YJL136C
YFR031C-A YDR447C
YFR031C-A YKL180W
YFR031C-A YBL087C
YFR031C-A YLR106C
YFR031C-A YGL189C
YFR031C-A YKL156W
YFR031C-A YFR032C-A
YFR031C-A YOR312C
YFR031C-A YLR287C-A
YFR031C-A YPL048W
YFR031C-A YJL177W
YFR031C-A YOR046C
YFR031C-A YIR012W
YFR031C-A YGL031C
YFR031C-A YLR340W
YFR031C-A YNL069C
YFR031C-A YOL121C
YFR031C-A YDR060W
YFR031C-A YAL003W
YFR031C-A YHR052W
YFR031C-A YNL209W
YFR031C-A YER102W
YFR031C-A YPL143W
YFR031C-A YPL043W
YFR031C-A YPR016C
YFR031C-A YPL093W
YFR031C-A YPL090C
YFR031C-A YBR031W
YFR031C-A YPL226W
YFR031C-A YER131W
YFR031C-A YHR010W
YFR031C-A YHL001W
YFR031C-A YHR170W
YFR031C-A YOR063W
YFR031C-A YDL061C
YFR031C-A YGR085C
YFR031C-A YNL162W
YFR031C-A YBL027W
YFR031C-A YLR150W
YFR031C-A YOL039W
YFR031C-A YJL189W
YFR031C-A YER056C-A
YFR031C-A YNL301C
YFR031C-A YLR074C
YFR031C-A YBL092W
YFR031C-A YLR367W
YFR031C-A YJL190C
YFR031C-A YLR333C
YFR031C-A YDL031W
YFR031C-A YDR091C
YFR031C-A YDR064W
YFR032C-A YDL061C
YFR032C-A YGR085C
YFR032C-A YOR063W
YFR032C-A YMR158W
YFR032C-A YML063W
YFR032C-A YDR101C
YFR032C-A YHR170W
YFR032C-A YHR010W
YFR032C-A YHL001W
YFR032C-A YLR061W
YFR032C-A YOL127W
YFR032C-A YER131W
YFR032C-A YPL090C
YFR032C-A YBR031W
YFR032C-A YHL015W
YFR032C-A YDR064W
YFR032C-A YPR102C
YFR032C-A YKR057W
YFR032C-A YLR333C
YFR032C-A YDR385W
YFR032C-A YML024W
YFR032C-A YPR132W
YFR032C-A YFR031C-A
YFR032C-A YJL190C
YFR032C-A YOR182C
YFR032C-A YKL170W
YFR032C-A YLR367W
YFR032C-A YHL033C
YFR032C-A YBL092W
YFR032C-A YLR074C
YFR032C-A YER056C-A
YFR032C-A YNL244C
YFR032C-A YNL301C
YFR032C-A YOL039W
YFR032C-A YJL189W
YFR032C-A YNL162W
YFR032C-A YBL027W
YFR032C-A YDL136W
YFR032C-A YJR113C
YFR032C-A YJL177W
YFR032C-A YLR287C-A
YFR032C-A YOR312C
YFR032C-A YGL076C
YFR032C-A YLR075W
YFR032C-A YLR167W
YFR032C-A YMR116C
YFR032C-A YEL026W
YFR032C-A YBL087C
YFR032C-A YGL189C
YFR032C-A YKL156W
YFR032C-A YKL180W
YFR032C-A YDR447C
YFR032C-A YNL096C
YFR032C-A YGR027C
YFR032C-A YLR264W
YFR032C-A YHR141C
YFR032C-A YNL002C
YFR032C-A YIL148W
YFR032C-A YJL136C
YFR032C-A YGR214W
YFR032C-A YGR148C
YFR032C-A YHR072W-A
YFR032C-A YPL143W
YFR032C-A YPR016C
YFR032C-A YPL093W
YFR032C-A YBR191W
YFR032C-A YDL130W
YFR032C-A YER102W
YFR032C-A YLR441C
YFR032C-A YKL009W
YFR032C-A YOL120C
YFR032C-A YAL003W
YFR032C-A YOL121C
YFR032C-A YLR388W
YFR032C-A YNL069C
YFR032C-A YGL031C
YFR032C-A YLR340W
YFR032C-A YPR043W
YFR032C-A YNR037C
YFR032C-A YLR262C-A
YFR032C-A YDR500C
YFR032C-A YNL081C
YFR032C-A YEL034W
YFR032C-A YMR121C
YFR032C-A YEL054C
YFR032C-A YFL034C-A
YFR032C-A YGL103W
YFR032C-A YOR167C
YFR032C-A YBR189W
YFR032C-A YLR344W
YFR032C-A YPL081W
YFR032C-A YDR382W
YFR032C-A YOR133W
YFR032C-A YDL191W
YFR032C-A YKR094C
YFR032C-A YNL067W
YFR032C-A YNL178W
YFR032C-A YGL123W
YFR032C-A YDR041W
YFR032C-A YMR242C
YFR032C-A YNL302C
YFR032C-A YLL045C
YFR032C-A YDL075W
YFR032C-A YMR143W
YFR032C-A YGL099W
YFR032C-A YOR294W
YFR032C-A YLR029C
YFR032C-A YPL249C-A
YFR032C-A YDR450W
YFR032C-A YIL133C
YFR032C-A YDL082W
YFR032C-A YDR471W
YFR032C-A YPL220W
YFR032C-A YJL191W
YFR032C-A YIL018W
YFR032C-A YLR448W
YFR032C-A YDL081C
YFR032C-A YML073C
YFR032C-A YBR048W
YFR032C-A YCR031C
YFR032C-A YOL040C
YFR032C-A YLR325C
YFR032C-A YLR185W
YFR032C-A YLR406C
YFR032C-A YDR012W
YFR032C-A YER126C
YFR032C-A YJR123W
YFR032C-A YNR053C
YFR032C-A YGL030W
YFR032C-A YHR203C
YFR032C-A YOR369C
YFR032C-A YDR337W
YFR032C-A YKL006W
YFR032C-A YBR084C-A
YFR032C-A YOR096W
YFR032C-A YDR025W
YFR032C-A YOR293W
YFR032C-A YGL147C
YFR032C-A YDR418W
YFR032C-A YOR234C
YFR032C-A YDL083C
YFR032C-A YHR021C
YFR032C-A YBL072C
YFR032C-A YMR142C
YFR032C-A YER074W
YFR032C-A YJR145C
YFR032C-A YHR193C
YFR032C-A YIL069C
YFR032C-A YMR230W
YFR032C-A YDR086C
YFR032C-A YGL135W
YFR032C-A YPL131W
YFR032C-A YPL079W
YFR032C-A YJR094W-A
YFR032C-A YER117W
YFR032C-A YML026C
YFR032C-A YIL052C
YFR032C-A YMR194W
YFR032C-A YGR118W
YFR032C-A YBR181C
YFR032C-A YLR009W
YFR032C-A YGR034W
YFR032C-A YLR048W
YFR032C-A YPL198W
YFR033C Q0120
YFR033C YHR051W
YFR033C YKL141W
YFR033C YBR039W
YFR033C YLR395C
YFR033C YBL045C
YFR033C YDL004W
YFR033C YML120C
YFR033C Q0045
YFR033C YIL111W
YFR033C YGL187C
YFR033C YDR178W
YFR033C YKL192C
YFR033C YPR020W
YFR033C Q0275
YFR033C YDR119W-A
YFR033C YGL191W
YFR033C YDL085W
YFR033C YJR048W
YFR033C YDR298C
YFR033C YMR145C
YFR033C YPL132W
YFR033C YJL045W
YFR033C YKL016C
YFR033C YLR163C
YFR033C YMR256C
YFR033C Q0250
YFR033C YLL018C-A
YFR033C YHR116W
YFR033C YPL078C
YFR033C YDR375C
YFR033C YEL039C
YFR033C YEL024W
YFR033C YGR183C
YFR033C YNL052W
YFR033C YHR024C
YFR033C YNL005C
YFR033C YOR065W
YFR033C YJL166W
YFR033C YPL215W
YFR033C YLL041C
YFR033C YGR062C
YFR033C YPR191W
YFR033C YPL271W
YFR033C YKL148C
YFR033C YLR038C
YFR033C YHR001W-A
YFR033C YDL067C
YFR033C Q0105
YFR033C YDR231C
YFR033C YDR529C
YFR033C YGR207C
YFR034C YGR233C
YFR034C YMR308C
YFR034C YDR335W
YFR034C YOL001W
YFR034C YML123C
YFR034C YDL106C
YFR034C YPL031C
YFR034C YJR060W
YFR036W YDR260C
YFR036W YHR166C
YFR036W YGL240W
YFR036W YOR249C
YFR036W YKL022C
YFR036W YLR127C
YFR036W YDR118W
YFR036W YNL172W
YFR036W YLR102C
YFR036W YBL084C
YFR036W YDL008W
YFR036W YIR025W
YFR037C YLR321C
YFR037C YIL126W
YFR037C YCR052W
YFR037C YLR357W
YFR037C YGR056W
YFR037C YOR290C
YFR037C YNR023W
YFR037C YGR275W
YFR037C YCR020W-B
YFR037C YBR245C
YFR037C YJL081C
YFR037C YML127W
YFR037C YPR034W
YFR037C YBL006C
YFR037C YDR303C
YFR037C YMR033W
YFR037C YLR033W
YFR037C YBR289W
YFR037C YHR056C
YFR037C YMR091C
YFR037C YKR008W
YFR038W YFR031C
YFR038W YEL032W
YFR038W YLR274W
YFR038W YPR019W
YFR038W YPL138C
YFR038W YBL023C
YFR039C YJL037W
YFR039C YJR037W
YFR040W YDL047W
YFR040W YNL049C
YFR040W YIL109C
YFR040W YPR040W
YFR040W YHR098C
YFR041C YOR254C
YFR041C YJL034W
YFR042W YGR227W
YFR042W YPR159W
YFR042W YGL027C
YFR044C YBL064C
YFR044C YPL225W
YFR044C YJL101C
YFR044C YOL049W
YFR044C YBR281C
YFR044C YNL191W
YFR044C YLR299W
YFR045W YPR011C
YFR046C YPR046W
YFR046C YIR010W
YFR046C YLR381W
YFR046C YBR211C
YFR046C YDR374W-A
YFR046C YER018C
YFR046C YMR117C
YFR046C YJR135C
YFR047C YGL067W
YFR047C YGL224C
YFR047C YBL098W
YFR047C YLR231C
YFR047C YNL129W
YFR047C YJR025C
YFR047C YHR074W
YFR047C YGR010W
YFR047C YLR328W
YFR047C YGL037C
YFR047C YOR155C
YFR047C YOR209C
YFR049W YFL018C
YFR049W YIL125W
YFR049W YDR148C
YFR049W YBR251W
YFR050C YOL038W
YFR050C YGR253C
YFR050C YFL007W
YFR050C YGR135W
YFR050C YFR004W
YFR050C YHR200W
YFR050C YIL007C
YFR050C YDL147W
YFR050C YPR103W
YFR050C YKL206C
YFR050C YFR052W
YFR050C YJL001W
YFR050C YPR108W
YFR050C YOR117W
YFR050C YOR261C
YFR050C YOR157C
YFR050C YDR427W
YFR050C YFR010W
YFR050C YOR362C
YFR050C YGL048C
YFR050C YER021W
YFR050C YLR421C
YFR050C YML092C
YFR050C YBL041W
YFR050C YER094C
YFR050C YER012W
YFR050C YOR259C
YFR050C YDR394W
YFR050C YDL097C
YFR050C YDR363W-A
YFR050C YLR167W
YFR050C YBR039W
YFR050C YIL075C
YFR050C YBR173C
YFR050C YKL145W
YFR050C YDL007W
YFR050C YMR314W
YFR050C YHR027C
YFR050C YLL039C
YFR050C YGL011C
YFR051C YDL145C
YFR051C YNL287W
YFR051C YML012W
YFR051C YLR268W
YFR051C YIL109C
YFR051C YDL195W
YFR051C YGL145W
YFR051C YDL192W
YFR051C YLR208W
YFR051C YDR238C
YFR051C YGL022W
YFR051C YPL010W
YFR051C YOR085W
YFR051C YIL076W
YFR051C YNL258C
YFR051C YPR181C
YFR051C YNL304W
YFR051C YGL137W
YFR052W YJL095W
YFR052W YPR103W
YFR052W YMR276W
YFR052W YDL147W
YFR052W YIL007C
YFR052W YER143W
YFR052W YFR010W
YFR052W YDR427W
YFR052W YOR261C
YFR052W YOR157C
YFR052W YOR117W
YFR052W YPR108W
YFR052W YJL001W
YFR052W YGR135W
YFR052W YFL007W
YFR052W YGR253C
YFR052W YOL038W
YFR052W YEL037C
YFR052W YHR200W
YFR052W YFR004W
YFR052W YHR027C
YFR052W YGR232W
YFR052W YMR314W
YFR052W YHL030W
YFR052W YDL007W
YFR052W YBR272C
YFR052W YGL011C
YFR052W YFR050C
YFR052W YDR394W
YFR052W YOR259C
YFR052W YER012W
YFR052W YER094C
YFR052W YBL041W
YFR052W YML092C
YFR052W YLR421C
YFR052W YER021W
YFR052W YGL048C
YFR052W YOR362C
YFR052W YKL145W
YFR052W YDL126C
YFR052W YIL075C
YFR052W YLR167W
YFR052W YDR363W-A
YFR052W YDL097C
YFR053C YML100W
YFR053C YMR105C
YFR053C YMR250W
YFR053C YIL099W
YFR053C YDR001C
YFR053C YEL011W
YFR053C YGR240C
YFR053C YKL035W
YFR053C YPR160W
YFR053C YEL070W
YFR053C YOR374W
YFR053C YDR342C
YFR053C YHR087W
YFR053C YFR015C
YFR053C YBR196C
YFR053C YGL037C
YFR053C YDR074W
YFR053C YFL045C
YFR053C YLR178C
YFR053C YGR248W
YFR053C YDR516C
YFR053C YCL040W
YFR053C YBR001C
YFR053C YDR343C
YFR053C YBR019C
YFR053C YBR126C
YFR053C YLR258W
YFR053C YIL162W
YFR053C YNL241C
YFR053C YDL138W
YFR053C YER067W
YFR053C YGR008C
YFR053C YGL253W
YFR053C YLR327C
YFR053C YLR446W
YFR053C YDL194W
YFR053C YMR205C
YFR053C YLR377C
YFR053C YER003C
YFR053C YMR099C
YFR053C YAL038W
YFR053C YFL017C
YFR053C YKL060C
YFR054C YMR082C
YFR054C YHR095W
YFR055W YER043C
YFR055W YGR012W
YFR055W YLL062C
YFR055W YML082W
YFR055W YOR251C
YFR055W YLR303W
YFR055W YAL012W
YFR055W YPL273W
YFR055W YER091C
YFR055W YLR027C
YFR055W YGR155W
YFR055W YLL058W
YFR055W YKL106W
YFR056C YAL068C
YFR056C YAL065C
YGL001C YER044C
YGL001C YJL167W
YGL001C YDL205C
YGL001C YMR208W
YGL001C YMR202W
YGL001C YGR175C
YGL001C YDR232W
YGL001C YPL028W
YGL001C YGL012W
YGL001C YLR100W
YGL001C YML008C
YGL001C YHR007C
YGL001C YMR015C
YGL001C YNL280C
YGL001C YML126C
YGL001C YHR072W
YGL001C YGR060W
YGL001C YHR190W
YGL001C YPL117C
YGL001C YLR056W
YGL002W YAL007C
YGL002W YAR002C-A
YGL002W YDL018C
YGL002W YDR238C
YGL002W YGL200C
YGL002W YML012W
YGL002W YOR016C
YGL003C YGL116W
YGL003C YOR339C
YGL003C YBR186W
YGL003C YLR127C
YGL003C YFR028C
YGL003C YJL187C
YGL003C YPR120C
YGL003C YDR113C
YGL003C YDL132W
YGL003C YHR166C
YGL003C YGR108W
YGL003C YDL155W
YGL003C YGR188C
YGL003C YJL030W
YGL003C YOR058C
YGL003C YLR079W
YGL003C YBL084C
YGL003C YMR036C
YGL003C YOR026W
YGL003C YLR210W
YGL003C YNL172W
YGL003C YLR274W
YGL003C YGL240W
YGL003C YDL008W
YGL003C YMR001C
YGL003C YKL101W
YGL003C YPR119W
YGL003C YJL194W
YGL003C YGR098C
YGL003C YDL028C
YGL003C YPL267W
YGL003C YJL013C
YGL003C YDR260C
YGL003C YKL022C
YGL003C YBR160W
YGL003C YDR118W
YGL004C YHR200W
YGL004C YFR004W
YGL004C YOR117W
YGL004C YOR261C
YGL004C YIL007C
YGL004C YDL147W
YGL004C YKL145W
YGL004C YOR259C
YGL004C YDR394W
YGL004C YGL048C
YGL004C YLR421C
YGL004C YGR232W
YGL004C YHR027C
YGL004C YBR272C
YGL004C YDL007W
YGL005C YGR120C
YGL005C YML071C
YGL005C YGL223C
YGL005C YNL051W
YGL005C YER157W
YGL005C YPR105C
YGL005C YNL041C
YGL006W YOR087W
YGL006W YNL027W
YGL006W YDL128W
YGL006W YLR093C
YGL006W YBR094W
YGL006W YKL190W
YGL006W YBR109C
YGL006W YGR217W
YGL006W YGL167C
YGL008C YMR267W
YGL008C YLR249W
YGL008C YCR012W
YGL008C YKR039W
YGL008C YMR307W
YGL008C YAL038W
YGL008C YBR011C
YGL009C YMR301C
YGL009C YGL026C
YGL009C YHR208W
YGL009C YLR355C
YGL009C YLR451W
YGL009C YNL104C
YGL009C YJR016C
YGL009C YCL018W
YGL009C YOR108W
YGL009C YMR108W
YGL009C YDR234W
YGL009C YKL120W
YGL011C YDL007W
YGL011C YHR027C
YGL011C YMR314W
YGL011C YDL143W
YGL011C YLL039C
YGL011C YLR421C
YGL011C YML092C
YGL011C YER021W
YGL011C YGL048C
YGL011C YOR362C
YGL011C YDR394W
YGL011C YFR050C
YGL011C YOR259C
YGL011C YER094C
YGL011C YER012W
YGL011C YBL041W
YGL011C YBR173C
YGL011C YDL126C
YGL011C YIL075C
YGL011C YDR363W-A
YGL011C YLR167W
YGL011C YDL097C
YGL011C YKL145W
YGL011C YDL147W
YGL011C YIL007C
YGL011C YBR295W
YGL011C YFR052W
YGL011C YJL095W
YGL011C YKL206C
YGL011C YKR094C
YGL011C YPR103W
YGL011C YPR108W
YGL011C YJL001W
YGL011C YFR010W
YGL011C YDR427W
YGL011C YOR117W
YGL011C YOR157C
YGL011C YOR261C
YGL011C YOL038W
YGL011C YGR135W
YGL011C YFL007W
YGL011C YGR253C
YGL011C YIL148W
YGL011C YFR004W
YGL011C YHR200W
YGL012W YHR007C
YGL012W YER044C
YGL012W YML008C
YGL012W YNL280C
YGL012W YMR015C
YGL012W YHR190W
YGL012W YGR175C
YGL012W YMR202W
YGL012W YGR060W
YGL012W YGL001C
YGL012W YHR072W
YGL012W YLR056W
YGL012W YLR100W
YGL012W YPL028W
YGL013C YOR153W
YGL013C YDR011W
YGL013C YHR064C
YGL013C YHR178W
YGL013C YGR281W
YGL013C YOL051W
YGL013C YBL005W
YGL014W YDR496C
YGL016W YMR260C
YGL016W YKL058W
YGL016W YER110C
YGL016W YGL241W
YGL016W YLR293C
YGL016W YDR395W
YGL016W YKL205W
YGL016W YOR160W
YGL016W YEL034W
YGL016W YDL064W
YGL016W YPL125W
YGL016W YJR132W
YGL016W YOR185C
YGL016W YBR017C
YGL016W YMR308C
YGL016W YLR347C
YGL017W YLR024C
YGL017W YGR184C
YGL018C YDR430C
YGL018C YOR226C
YGL018C YFL016C
YGL018C YJR122W
YGL018C YLR163C
YGL018C YLR259C
YGL018C YDL120W
YGL018C YJR045C
YGL018C YHR024C
YGL018C YER048W-A
YGL018C YLL041C
YGL018C YPL135W
YGL018C YPL252C
YGL018C YNL328C
YGL018C YCL017C
YGL018C YJL073W
YGL018C YOR196C
YGL018C YLR369W
YGL018C YPL059W
YGL018C YMR301C
YGL018C YEL030W
YGL018C YLL027W
YGL018C YOR232W
YGL018C YPR067W
YGL018C YKL040C
YGL018C YLR008C
YGL019W YLL011W
YGL019W YJR002W
YGL019W YGR090W
YGL019W YLR186W
YGL019W YER102W
YGL019W YIL035C
YGL019W YMR128W
YGL019W YLR340W
YGL019W YPR144C
YGL019W YBL004W
YGL019W YLR409C
YGL019W YJL010C
YGL019W YER164W
YGL019W YJL033W
YGL019W YHR196W
YGL019W YPL090C
YGL019W YJL109C
YGL019W YDR064W
YGL019W YER082C
YGL019W YBR247C
YGL019W YGR081C
YGL019W YHR203C
YGL019W YLR175W
YGL019W YDR025W
YGL019W YBL072C
YGL019W YJR145C
YGL019W YPL266W
YGL019W YCL031C
YGL019W YCL059C
YGL019W YDR339C
YGL019W YGL207W
YGL019W YPL217C
YGL019W YMR229C
YGL019W YDR299W
YGL019W YKL078W
YGL019W YNL178W
YGL019W YGR251W
YGL019W YDR449C
YGL019W YOR061W
YGL019W YDR324C
YGL019W YKL099C
YGL019W YOR287C
YGL019W YOR039W
YGL019W YLR129W
YGL019W YPR137W
YGL019W YFL002C
